"","PubmedID","Title","Abstract","Journal","Volume","Issue"
"120","29438451","The hard road to data interpretation: three or six months of adjuvant chemotherapy for patients with stage III colon cancer?","Six months of adjuvant oxaliplatin-based chemotherapy is standard for patients with stage III colon cancer following surgery. However, oxaliplatin is associated with peripheral neurotoxicity which worsens over treatment duration. Consequently, a shorter treatment duration, if equally effective would be extremely beneficial. A pooled analysis of data for 12,834 stage III colon cancer patients, from six randomised phase III trials of adjuvant therapy, the IDEA study, was performed and the results presented at the ASCO Annual Meeting 2017. To clarify the potential impact of these results on clinical practice ESMO decided to sponsor a special session at their 2017 Annual Meeting dedicated to achieving a more meaningful interpretation of the results.</AbstractText>: Six months of adjuvant oxaliplatin-based chemotherapy is standard for patients with stage III colon cancer following surgery. However, oxaliplatin is associated with peripheral neurotoxicity which worsens over treatment duration. Consequently, a shorter treatment duration, if equally effective would be extremely beneficial. A pooled analysis of data for 12,834 stage III colon cancer patients, from six randomised phase III trials of adjuvant therapy, the IDEA study, was performed and the results presented at the ASCO Annual Meeting 2017. To clarify the potential impact of these results on clinical practice ESMO decided to sponsor a special session at their 2017 Annual Meeting dedicated to achieving a more meaningful interpretation of the results.Medical oncologists from Europe, the US and Asia selected for their involvement in the trials, together with an independent statistician and an independent clinician, were invited to provide their independent interpretations of the results, and contribute to a moderated panel discussion. The pooled analysis evaluated the non-inferiority of 3- versus 6-months of adjuvant FOLFOX/CAPOX therapy, but not the non-inferiority of 3-months CAPOX versus 6-months FOLFOX therapy.</AbstractText>: Medical oncologists from Europe, the US and Asia selected for their involvement in the trials, together with an independent statistician and an independent clinician, were invited to provide their independent interpretations of the results, and contribute to a moderated panel discussion. The pooled analysis evaluated the non-inferiority of 3- versus 6-months of adjuvant FOLFOX/CAPOX therapy, but not the non-inferiority of 3-months CAPOX versus 6-months FOLFOX therapy.There was strong evidence of an interaction between the choice of regimen (CAPOX or FOLFOX) and duration of treatment. Patients were classified as either 'fighters' or 'fatalists', and 3 months CAPOX was considered standard for patients classified as fatalists, even if they had high-risk disease. However, patients classified as 'fighters' would only receive 3 months of CAPOX if they had low-risk disease but would always receive 6 months of CAPOX/FOLFOX if they had T4 disease. The panel was split on whether they would advocate 3 or 6 months CAPOX therapy based on high-risk N2 disease.</AbstractText>: There was strong evidence of an interaction between the choice of regimen (CAPOX or FOLFOX) and duration of treatment. Patients were classified as either 'fighters' or 'fatalists', and 3 months CAPOX was considered standard for patients classified as fatalists, even if they had high-risk disease. However, patients classified as 'fighters' would only receive 3 months of CAPOX if they had low-risk disease but would always receive 6 months of CAPOX/FOLFOX if they had T4 disease. The panel was split on whether they would advocate 3 or 6 months CAPOX therapy based on high-risk N2 disease.The main drivers of the duration of treatment were choice of regimen and patient attitude, with risk, based mainly on T4 stage, having less influence.</AbstractText>: The main drivers of the duration of treatment were choice of regimen and patient attitude, with risk, based mainly on T4 stage, having less influence.","Annals of oncology : official journal of the European Society for Medical Oncology",NA,NA
"121","29438442","The siRNA-mediated knockdown of GluN3A in 46C-derived neural stem cells affects mRNA expression levels of neural genes, including known iGluR interactors.","For years, GluN3A was solely considered to be a dominant-negative modulator of NMDARs, since its incorporation into receptors alters hallmark features of conventional NMDARs composed of GluN1/GluN2 subunits. Only recently, increasing evidence has accumulated that GluN3A plays a more diversified role. It is considered to be critically involved in the maturation of glutamatergic synapses, and it might act as a molecular brake to prevent premature synaptic strengthening. Its expression pattern supports a putative role during neural development, since GluN3A is predominantly expressed in early pre- and postnatal stages. In this study, we used RNA interference to efficiently knock down GluN3A in 46C-derived neural stem cells (NSCs) both at the mRNA and at the protein level. Global gene expression profiling upon GluN3A knockdown revealed significantly altered expression of a multitude of neural genes, including genes encoding small GTPases, retinal proteins, and cytoskeletal proteins, some of which have been previously shown to interact with GluN3A or other iGluR subunits. Canonical pathway enrichment studies point at important roles of GluN3A affecting key cellular pathways involved in cell growth, proliferation, motility, and survival, such as the mTOR pathway. This study for the first time provides insights into transcriptome changes upon the specific knockdown of an NMDAR subunit in NSCs, which may help to identify additional functions and downstream pathways of GluN3A and GluN3A-containing NMDARs.","PloS one","13","2"
"122","29438432","Cross detection for odor of metabolic waste between breast and colorectal cancer using canine olfaction.","Although several studies have been performed to detect cancer using canine olfaction, none have investigated whether canine olfaction trained to the specific odor of one cancer is able to detect odor related to other unfamiliar cancers. To resolve this issue, we employed breast and colorectal cancer in vitro, and investigated whether trained dogs to odor related to metabolic waste from breast cancer are able to detect it from colorectal cancer, and vice versa. The culture liquid samples used in the cultivation of cancerous cells (4T1 and CT26) were employed as an experimental group. Two different breeds of dogs were trained for the different cancer odor each other. The dogs were then tested using a double-blind method and cross-test to determine whether they could correctly detect the experimental group, which contains the specific odor for metabolic waste of familiar or unfamiliar cancer. For two cancers, both dogs regardless of whether training or non-training showed that accuracy was over 90%, and sensitivity and specificity were over 0.9, respectively. Through these results, it was verified that the superior olfactory ability of dogs can discriminate odor for metabolic waste of cancer cells from it of benign cells, and that the specific odor for metabolic waste of breast cancer has not significant differences to it of colorectal cancer. That is, it testifies that metabolic waste between breast and colorectal cancer have the common specific odor in vitro. Accordingly, a trained dogs for detecting odor for metabolic waste of breast cancer can perceive it of colorectal cancer, and vice versa. In order to the future work, we will plan in vivo experiment for the two cancers and suggest research as to what kind of cancers have the common specific odor. Furthermore, the relationship between breast and colorectal cancer should be investigated using other research methods.","PloS one","13","2"
"123","29438412","Tissue distribution and subcellular localizations determine in vivo functional relationship among prostasin, matriptase, HAI-1, and HAI-2 in human skin.","The membrane-bound serine proteases prostasin and matriptase and the Kunitz-type protease inhibitors HAI-1 and HAI-2 are all expressed in human skin and may form a tightly regulated proteolysis network, contributing to skin pathophysiology. Evidence from other systems, however, suggests that the relationship between matriptase and prostasin and between the proteases and the inhibitors can be context-dependent. In this study the in vivo zymogen activation and protease inhibition status of matriptase and prostasin were investigated in the human skin. Immunohistochemistry detected high levels of activated prostasin in the granular layer, but only low levels of activated matriptase restricted to the basal layer. Immunoblot analysis of foreskin lysates confirmed this in vivo zymogen activation status and further revealed that HAI-1 but not HAI-2 is the prominent inhibitor for prostasin and matriptase in skin. The zymogen activation status and location of the proteases does not support a close functional relation between matriptase and prostasin in the human skin. The limited role for HAI-2 in the inhibition of matriptase and prostasin is the result of its primarily intracellular localization in basal and spinous layer keratinocytes, which probably prevents the Kunitz inhibitor from interacting with active prostasin or matriptase. In contrast, the cell surface expression of HAI-1 in all viable epidermal layers renders it an effective regulator for matriptase and prostasin. Collectively, our study suggests the importance of tissue distribution and subcellular localization in the functional relationship between proteases and protease inhibitors.","PloS one","13","2"
"124","29438405","Multiplatform plasma metabolic and lipid fingerprinting of breast cancer: A pilot control-case study in Colombian Hispanic women.","Breast cancer (BC) is a highly heterogeneous disease associated with metabolic reprogramming. The shifts in the metabolome caused by BC still lack data from Latin populations of Hispanic origin. In this pilot study, metabolomic and lipidomic approaches were performed to establish a plasma metabolic fingerprint of Colombian Hispanic women with BC. Data from 1H-NMR, GC-MS and LC-MS were combined and compared. Statistics showed discrimination between breast cancer and healthy subjects on all analytical platforms. The differentiating metabolites were involved in glycerolipid, glycerophospholipid, amino acid and fatty acid metabolism. This study demonstrates the usefulness of multiplatform approaches in metabolic/lipid fingerprinting studies to broaden the outlook of possible shifts in metabolism. Our findings propose relevant plasma metabolites that could contribute to a better understanding of underlying metabolic shifts driven by BC in women of Colombian Hispanic origin. Particularly, the understanding of the up-regulation of long chain fatty acyl carnitines and the down-regulation of cyclic phosphatidic acid (cPA). In addition, the mapped metabolic signatures in breast cancer were similar but not identical to those reported for non-Hispanic women, despite racial differences.","PloS one","13","2"
"125","29438381","Monitoring tumor response to the vascular disrupting agent CKD-516 in a rabbit VX2 intramuscular tumor model using PET/MRI: Simultaneous evaluation of vascular and metabolic parameters.","OBJECTIVES: To determine whether the CKD-516 produces a significant change in vascular and metabolic parameters in PET/MRI.MATERIALS AND METHODS: With institutional Animal Care and Use Committee approval, 18 VX2 carcinoma tumors implanted in bilateral back muscles of 9 rabbits were evaluated. Serial PET/MRI were performed before, 4 hours after and 1-week after vascular disrupting agent, CKD-516 at a dose of 0.7 mg/kg (treated group, n = 10) or saline (control group, n = 8) administration. PET/MRI-derived parameters and their interval changes were compared between the treated and control group by using the linear mixed model. Each parameter within each group was also compared by using the linear mixed model.RESULTS: Changes of the volume transfer coefficient (Ktrans) and the initial area under the gadolinium concentration-time curve until 60 seconds (iAUC) in the treated group were significantly larger compared with those in the control group at 4-hour follow-up (mean, -39.91% vs. -6.04%, P = 0.018; and -49.71% vs. +6.23%, P = 0.013). Change of metabolic tumor volume (MTV) in the treated group was significantly smaller compared with that in the control group at 1-week follow-up (mean, +118.34% vs. +208.87%, P = 0.044). Serial measurements in the treated group revealed that Ktrans and iAUC decreased at 4-hour follow-up (P &lt; 0.001) and partially recovered at 1-week follow-up (P = 0.001 and 0.024, respectively). MTV increased at a 4-hour follow-up (P = 0.038) and further increased at a 1-week follow-up (P &lt; 0.001), while total lesion glycolysis (TLG) did not show a significant difference between the time points. SUVmax and SUVmean did not show significant interval changes between time points (P &gt; 0.05).CONCLUSIONS: PET/MRI is able to monitor the changes of vascular and metabolic parameters at different time points simultaneously, and confirmed that vascular changes precede the metabolic changes by VDA, CKD-516.","PloS one","13","2"
"126","29438376","Regulation of ITGA3 by the dual-stranded microRNA-199 family as a potential prognostic marker in bladder cancer.","This corrects the article DOI: 10.1038/bjc.2017.43.","British journal of cancer",NA,NA
"127","29438375","Telomere length and genetics are independent colorectal tumour risk factors in an evaluation of biomarkers in normal bowel.","BACKGROUND: Colorectal cancer (CRC) screening might be improved by using a measure of prior risk to modulate screening intensity or the faecal immunochemical test threshold. Intermediate molecular biomarkers could aid risk prediction by capturing both known and unknown risk factors.METHODS: We sampled normal bowel mucosa from the proximal colon, distal colon and rectum of 317 individuals undergoing colonoscopy. We defined cases as having a personal history of colorectal polyp(s)/cancer, and controls as having no history of colorectal neoplasia. Molecular analyses were performed for: telomere length (TL); global methylation; and the expression of genes in molecular pathways associated with colorectal tumourigenesis. We also calculated a polygenic risk score (PRS) based on CRC susceptibility polymorphisms.RESULTS: Bowel TL was significantly longer in cases than controls, but was not associated with blood TL. PRS was significantly and independently higher in cases. Hypermethylation showed a suggestive association with case:control status. No gene or pathway was differentially expressed between cases and controls. Gene expression often varied considerably between bowel locations.CONCLUSIONS: PRS and bowel TL (but not blood TL) may be clinically-useful predictors of CRC risk. Sample collection to assess these biomarkers is feasible in clinical practice, especially where population screening uses flexible sigmoidoscopy or colonoscopy.British Journal of Cancer advance online publication, 13 February 2018; doi:10.1038/bjc.2017.486 www.bjcancer.com.","British journal of cancer",NA,NA
"128","29438374","Comment on '30 years follow-up and increased risks of breast cancer and leukaemia after long-term low-dose-rate radiation exposure'.","","British journal of cancer",NA,NA
"129","29438373","Anlotinib as a third-line therapy in patients with refractory advanced non-small-cell lung cancer: a multicentre, randomised phase II trial (ALTER0302).","BACKGROUND: Anlotinib (AL3818) is a novel multitarget tyrosine kinase inhibitor, inhibiting tumour angiogenesis and proliferative signalling. The objective of this study was to assess the safety and efficacy of third-line anlotinib for patients with refractory advanced non-small-cell lung cancer (RA-NSCLC).METHODS: Eligible patients were randomised 1<U+2009>:<U+2009>1 to receive anlotinib (12<U+2009>mg per day, per os; days 1-14; 21 days per cycle) or a placebo. The primary end point was progression-free survival (PFS).RESULTS: A total of 117 eligible patients enrolled from 13 clinical centres in China were analysed in the full analysis set. No patients received immune check-point inhibitors and epidermal growth factor receptor status was unknown in 60.7% of the population. PFS was better with anlotinib compared with the placebo (4.8 vs 1.2 months; hazard ratio (HR)=0.32; 95% confidence interval (CI), 0.20-0.51; P&lt;0.0001), as well as overall response rate (ORR) (10.0%; 95% CI, 2.4-17.6% vs 0%; 95% CI, 0-6.27%; P=0.028). The median overall survival (OS) was 9.3 months (95% CI, 6.8-15.1) for the anlotinib group and 6.3 months (95% CI, 4.3-10.5) for the placebo group (HR=0.78; 95% CI, 0.51-1.18; P=0.2316). Adverse events were more frequent in the anlotinib than the placebo group. The percentage of grade 3-4 treatment-related adverse events was 21.67% in the anlotinib group.CONCLUSIONS: Anlotinib as a third-line treatment provided significant PFS benefits to patients with RA-NSCLC when compared with the placebo, and the toxicity profiles showed good tolerance.British Journal of Cancer advance online publication, 13 February 2018; doi:10.1038/bjc.2017.478 www.bjcancer.com.","British journal of cancer",NA,NA
"130","29438372","A phase I trial of the <U+03B3>-secretase inhibitor MK-0752 in combination with gemcitabine in patients with pancreatic ductal adenocarcinoma.","BACKGROUND: The Notch pathway is frequently activated in cancer. Pathway inhibition by <U+03B3>-secretase inhibitors has been shown to be effective in pre-clinical models of pancreatic cancer, in combination with gemcitabine.RESULTS: Overall, 44 eligible patients (performance status 0 or 1 with adequate organ function) received gemcitabine and MK-0752 as first or second line treatment for pancreatic cancer. RP2Ds of MK-0752 and gemcitabine as single agents could be combined safely. The Bayesian algorithm allowed further dose escalation, but pharmacokinetic analysis showed no increase in MK-0752 AUC (area under the curve) beyond 1800<U+2009>mg once weekly. Tumour response evaluation was available in 19 patients; 13 achieved stable disease and 1 patient achieved a confirmed partial response.CONCLUSIONS: Gemcitabine and a <U+03B3>-secretase inhibitor (MK-0752) can be combined at their full, single-agent RP2Ds.British Journal of Cancer advance online publication, 13 February 2018; doi:10.1038/bjc.2017.495 www.bjcancer.com.","British journal of cancer",NA,NA
"131","29438371","A new panel of pancreatic cancer biomarkers discovered using a mass spectrometry-based pipeline.","This corrects the article DOI: 10.1038/bjc.2017.365.","British journal of cancer",NA,NA
"132","29438370",NA,"METHODS: Patients completing the European Organisation for Research and Treatment of Cancer Quality of Life Questionnaire Core 30 (QLQ-C30) at baseline and <U+2A7E>1 time point thereafter constituted the analysis population. Change from baseline <U+2A7E>10 points was considered clinically meaningful.RESULTS: Mean baseline scores for all QLQ-C30 domains were similar between arms. Most on-treatment scores for QLQ-C30 domains were also comparable between arms. A transient deterioration in role function in cycle 1<U+2009>day 15 (C1D15; -14.7 points) in the P+V arm and improvement in insomnia in the C+V arm at C2D15 (-12.4 points) was observed. Among patients who experienced a <U+2A7E>10-point change from baseline (responders), between-group differences were greatest for insomnia (16%), social functioning (10%), fatigue (9%) and pain (7%), all favouring C+V. Diarrhoea, photosensitivity reaction, pyrexia, and rash did not meaningfully affect global health status (GHS). Serous retinopathy was associated with a transient decrease in GHS at C1D15 assessment.","British journal of cancer",NA,NA
"133","29438369","Reply to 'Comment on '30 years follow-up and increased risks of breast cancer and leukaemia after long-term low-dose-rate radiation exposure''.","","British journal of cancer",NA,NA
"134","29438368","Clinical outcome of concomitant vs interrupted BRAF inhibitor therapy during radiotherapy in melanoma patients.","BACKGROUND: Concomitant radiation with BRAF inhibitor (BRAFi) therapy may increase radiation-induced side effects but also potentially improve tumour control in melanoma patients.CONCLUSIONS: Interruption of vemurafenib treatment during radiation was associated with better survival and less toxicity compared to concomitant treatment. Due to lower number of patients, the relevance of treatment interruption in dabrafenib treated patients should be further investigated. The results of this analysis indicate that treatment with the BRAFi vemurafenib should be interrupted during radiotherapy. Prospective studies are desperately needed.British Journal of Cancer advance online publication, 13 February 2018; doi:10.1038/bjc.2017.489 www.bjcancer.com.","British journal of cancer",NA,NA
"135","29438367","Randomised study shows that repeated self-sampling and HPV test has more than two-fold higher detection rate of women with CIN2+ histology than Pap smear cytology.","BACKGROUND: This randomised study compared the detection rate of cervical intraepithelial neoplasia-positive (CIN2+) based on histology in women performing repeated self-sampling of vaginal fluid (VF) for human papillomavirus (HPV) test with a control group following the ordinary screening by Pap smear cytology.METHODS: 36390 women aged 30-49 years scheduled for invitation to organised screening were randomised in two groups, one to perform self-sampling of VF for HPV test (n=17<U+2009>997, HPV arm) and the other group to perform screening by PAP smear cytology (n=18<U+2009>393, control arm). HPV positive women in the HPV arm repeated the self-sampling and the HPV test on average 4.4 months later and those with two consecutive positive HPV tests were referred to colposcopy. Outcome was CIN2+ based on histology during 18-month follow-up.RESULTS: Participation rate was 47% in the HPV arm and 39% in the control arm. The HPV prevalence in the first self-sampling was 6.9%, and 71% of these women were HPV positive in their second test. For the per-protocol approach, cumulative prevalence of histological CIN2+ in the HPV arm was 20.2 per 1000 women screened as compared to 10.8 in the control arm. The cumulative prevalence of CIN2+ diagnosed per 1000 years screened was 160.8 in the HPV arm as compared with 25.4 in the control arm.CONCLUSIONS: Repeated self-sampling of VF and HPV test had more than a two-fold higher discovery rate of CIN2+ per 1000 women screened as compared with PAP smear cytology.British Journal of Cancer advance online publication, 13 February 2018; doi:10.1038/bjc.2017.485 www.bjcancer.com.","British journal of cancer",NA,NA
"136","29438366","IKKa is required in the intestinal epithelial cells for tumour stemness.","BACKGROUND: Colorectal cancer is a common cause of death in developed countries. Progression from adenoma to invasive carcinoma requires accumulation of mutations starting with the Adenomatous Polyposis Coli (Apc) gene. NF-<U+03BA>B signalling is a key element in cancer, mainly related to the activity of IKKß. IKKa kinase also participates in this process by mechanisms that are primarily unknown.METHODS: We generated a compound mouse model with mutation in Apc and lacking intestinal epithelial IKKa, produced intestinal organoids and tumour spheroids with different genetic backgrounds, and performed immunohistochemistry and RNA-seq analysis.RESULTS: Deficiency of IKKa prevents adenoma formation, with adenomas lacking IKKa showing reduced proliferation. In contrast, IKKa status did not affect normal intestinal function. The same divergent phenotype was found in the organoid-spheroid model. We also found that epithelial IKKa controls stemness, proliferation and apoptosis-related expression.CONCLUSIONS: IKKa is a potential therapeutic target for Apc mutant colorectal cancer patients.British Journal of Cancer advance online publication, 13 February 2018; doi:10.1038/bjc.2017.459 www.bjcancer.com.","British journal of cancer",NA,NA
"137","29438365","Strategies for clinical development of monoclonal antibodies beyond first-in-human trials: tested doses and rationale for dose selection.","BACKGROUND: Our previous survey on first-in-human trials (FIHT) of monoclonal antibodies (mAbs) showed that, due to their limited toxicity, the recommended phase II dose (RP2D) was only tentatively defined.METHODS: We identified, by MEDLINE search, articles on single-agent trials of mAbs with an FIHT included in our previous survey. For each mAb, we examined tested dose(s) and dose selection rationale in non-FIHTs (NFIHTs). We also assessed the correlation between doses tested in the registration trials (RTs) of all FDA-approved mAbs and the corresponding FIHT results.RESULTS: In the 37 dose-escalation NFIHTs, the RP2D indication was still poorly defined. In phase II-III NFIHTs (n=103 on 37 mAbs), the FIHT RP2D was the only dose tested for five mAbs. For 16 mAbs, only doses different from the FIHT RP2D or the maximum administered dose (MAD) were tested and the dose selection rationale infrequently indicated. In the 60 RTs on 27 FDA-approved mAbs with available FIHT, the FIHT RP2D was tested only for two mAbs, and RT doses were much lower than the FIHT MAD.CONCLUSIONS: The rationale beyond dose selection in phase II and III trials of mAbs is often unclear in published articles and not based on FIHT data.British Journal of Cancer advance online publication, 13 February 2018; doi:10.1038/bjc.2017.473 www.bjcancer.com.","British journal of cancer",NA,NA
"138","29438364","Height, selected genetic markers and prostate cancer risk: results from the PRACTICAL consortium.","This corrects the article DOI: 10.1038/bjc.2017.231.","British journal of cancer",NA,NA
"139","29438363","CD9-positive exosomes from cancer-associated fibroblasts stimulate the migration ability of scirrhous-type gastric cancer cells.","BACKGROUND: Crosstalk between cancer cells and fibroblasts is crucial for tumour progression. It has been reported that exosomes derived from cancer cells play an important role in the intracellular communications involved in the development of carcinoma. However, the role of exosomes from fibroblasts remains unclear. This study aimed to clarify the effect of exosomes from fibroblasts on the motility of gastric cancer cells.METHODS: 5 gastric cancer cell lines were used: OCUM-12, NUGC-3, MKN45, FU97 and MKN74. 2 cancer-associated fibroblasts (CAFs) were used. CD9 expression of exosomes from fibroblasts was examined by western blot. The effect of exosomes on the motility of cancer cells was analysed by migration assays. MMP2 was examined by RT-PCR or gelatin zymography. Then, CD9 and MMP2 expressions of 619 gastric cancers were analysed by immunohistochemistry.RESULTS: Exosomes from CAFs were taken into scirrhous-type gastric cancer cells, namely OCUM-12 cells and NUGC-3 cells, but not into other types of gastric cancer cells. Exosomes from CAFs were positive for CD9. Exosomes from CAFs significantly stimulated the migration and invasion of OCUM-12 and NUGC-3 cells, which was inhibited by anti-CD9 antibody or CD9-siRNA. MMP2 expression of OCUM-12 and NUGC-3 cells was significantly decreased by CD9-siRNA. 116 CD9-positive cases were significantly correlated with scirrhous-type gastric cancer, lymph node metastasis and venous invasion. The 5-year survival rate of patients with CD9-positive tumours was significantly lower (P&lt;0.001) than in those with CD9-negative tumours.CONCLUSIONS: CD9-positive exosomes from CAFs might stimulate the migration ability of scirrhous-type gastric cancer cells.British Journal of Cancer advance online publication: 13 February 2018 doi:10.1038/bjc.2017.487 www.bjcancer.com.","British journal of cancer",NA,NA
"140","29438362","Gene and pathway level analyses of germline DNA-repair gene variants and prostate cancer susceptibility using the iCOGS-genotyping array.","This corrects the article DOI: 10.1038/bjc.2016.50.","British journal of cancer",NA,NA
"141","29438361","A first-in-human phase I study to determine the maximum tolerated dose of the oral Src/ABL inhibitor AZD0424.","BACKGROUND: Src is involved in cancer invasion and metastasis. AZD0424, an oral inhibitor of Src and ABL1, has shown evidence of anti-tumour activity in pre-clinical studies.METHODS: A phase Ia, dose escalation study was performed to assess the safety of continuous oral dosing with AZD0424 in advanced solid tumours. Secondary objectives included investigation of AZD0424 pharmacokinetics, effect on Src activity using markers of bone turnover, and anti-tumour activity.CONCLUSIONS: AZD0424 displayed no evidence of efficacy as monotherapy despite a clear pharmacodynamic effect. Further evaluation of AZD0424 monotherapy in patients with solid tumours is not recommended.British Journal of Cancer advance online publication, 13 February 2018; doi:10.1038/bjc.2017.484 www.bjcancer.com.","British journal of cancer",NA,NA
"142","29438360","An RNAi-based screen reveals PLK1, CDK1 and NDC80 as potential therapeutic targets in malignant pleural mesothelioma.","This corrects the article DOI: 10.1038/bjc.2013.731.","British journal of cancer",NA,NA
"143","29438358","Strategies to Improve the Clinical Utility of Saporin-Based Targeted Toxins.","Plant Ribosome-inactivating proteins (RIPs) including the type I RIP Saporin have been used for the construction of Immunotoxins (ITxs) obtained via chemical conjugation of the toxic domain to whole antibodies or by generating genetic fusions to antibody fragments/targeting domains able to direct the chimeric toxin against a desired sub-population of cancer cells. The high enzymatic activity, stability and resistance to conjugation procedures and especially the possibility to express recombinant fusions in yeast, make Saporin a well-suited tool for anti-cancer therapy approaches. Previous clinical work on RIPs-based Immunotoxins (including Saporin) has shown that several critical issues must be taken into deeper consideration to fully exploit their therapeutic potential. This review focuses on possible combinatorial strategies (chemical and genetic) to augment Saporin-targeted toxin efficacy. Combinatorial approaches may facilitate RIP escape into the cytosolic compartment (where target ribosomes are), while genetic manipulations may minimize potential adverse effects such as vascular-leak syndrome or may identify T/B cell epitopes in order to decrease the immunogenicity following similar strategies as those used in the case of bacterial toxins such as Pseudomonas Exotoxin A or as for Type I RIP Bouganin. This review will further focus on strategies to improve recombinant production of Saporin-based chimeric toxins.","Toxins","10","2"
"144","29438356","Ent-Clerodane Diterpenes from the Bark of Croton oligandrus Pierre ex Hutch. and Assessment of Their Cytotoxicity against Human Cancer Cell Lines.","","Molecules (Basel, Switzerland)","23","2"
"145","29438328","DNA Tumor Virus Regulation of Host DNA Methylation and Its Implications for Immune Evasion and Oncogenesis.","Viruses have evolved various mechanisms to evade host immunity and ensure efficient viral replication and persistence. Several DNA tumor viruses modulate host DNA methyltransferases for epigenetic dysregulation of immune-related gene expression in host cells. The host immune responses suppressed by virus-induced aberrant DNA methylation are also frequently involved in antitumor immune responses. Here, we describe viral mechanisms and virus-host interactions by which DNA tumor viruses regulate host DNA methylation to evade antiviral immunity, which may contribute to the generation of an immunosuppressive microenvironment during cancer development. Recent trials of immunotherapies have shown promising results to treat multiple cancers; however, a significant number of non-responders necessitate identifying additional targets for cancer immunotherapies. Thus, understanding immune evasion mechanisms of cancer-causing viruses may provide great insights for reversing immune suppression to prevent and treat associated cancers.","Viruses","10","2"
"146","29438321","The Intersection of HPV Epidemiology, Genomics and Mechanistic Studies of HPV-Mediated Carcinogenesis.","Of the ~60 human papillomavirus (HPV) genotypes that infect the cervicovaginal epithelium, only 12-13 &quot;high-risk&quot; types are well-established as causing cervical cancer, with HPV16 accounting for over half of all cases worldwide. While HPV16 is the most important carcinogenic type, variants of HPV16 can differ in their carcinogenicity by 10-fold or more in epidemiologic studies. Strong genotype-phenotype associations embedded in the small 8-kb HPV16 genome motivate molecular studies to understand the underlying molecular mechanisms. Understanding the mechanisms of HPV genomic findings is complicated by the linkage of HPV genome variants. A panel of experts in various disciplines gathered on 21 November 2016 to discuss the interdisciplinary science of HPV oncogenesis. Here, we summarize the discussion of the complexity of the viral-host interaction and highlight important next steps for selected applied basic laboratory studies guided by epidemiological genomic findings.","Viruses","10","2"
"147","29438316","Regulation of Programmed Death Ligand 1 (PD-L1) Expression in Breast Cancer Cell Lines In Vitro and in Immunodeficient and Humanized Tumor Mice.","Programmed death ligand 1 (PD-L1) expression is an efficient strategy of tumor cells to escape immunological eradiation. However, only little is known about the factors that affect the cellular expression levels. Here we assessed the PD-L1 expression on different breast cancer cell lines under standard in vitro culture conditions and as a function of Epirubicin or Paclitaxel treatment. Moreover, we evaluated the expression in immunodeficient tumor mice as well as in humanized tumor mice (i.e., in the presence of a human immune system). We found highest PD-L1 levels in JIMT-1 and MDA-MB-231 cells. Epirubicin treatment caused a decrease and Paclitaxel treatment an increased PD-L1 expression in MDA-MB-231 cells. In addition, we identified nuclear PD-L1 in MDA-MB-231 cells. All in vivo transplanted breast cancer cell lines downregulated PD-L1 expression compared to their in vitro counterpart. Neither the gene copy number nor the presence of human immune system in humanized tumor mice had an effect on the PD-L1 content. We demonstrate that the degree of PD-L1 expression amongst breast cancer cell lines varies considerably. In addition, cytotoxic treatments and other extrinsic parameters differentially affect the expression. Hence, further investigations including in vivo evaluations are necessary to understand PD-L1 regulation for advanced breast cancer stratification.","International journal of molecular sciences","19","2"
"148","29438315","Synthesis and Evaluation of the Tumor Cell Growth Inhibitory Potential of New Putative HSP90 Inhibitors.","CONCLUSIONS: Our results show that two new compounds with a chromenopyridinone and thiochromenopyridinone scaffold are promising putative HSP90 inhibitors causing tumor cell growth inhibition.","Molecules (Basel, Switzerland)","23","2"
"149","29438283","New Insights into the Tumor Microenvironment Utilizing Protein Array Technology.","The tumor microenvironment (TME) is a considerably heterogeneous niche, which is created by tumor cells, the surrounding tumor stroma, blood vessels, infiltrating immune cells, and a variety of associated stromal cells. Intercellular communication within this niche is driven by soluble proteins synthesized by local tumor and stromal cells and include chemokines, growth factors, interferons, interleukins, and angiogenic factors. The interaction of tumor cells with their microenvironment is essential for tumorigenesis, tumor progression, growth, and metastasis, and resistance to drug therapy. Protein arrays enable the parallel detection of hundreds of proteins in a small amount of biological sample. Recent data have demonstrated that the application of protein arrays may yield valuable information regarding the structure and functional mechanisms of the TME. In this review, we will discuss protein array technologies and their applications in TME analysis to discern pathways involved in promoting the tumorigenic phenotype.","International journal of molecular sciences","19","2"
